RecordedAtTime,ItemIdentifier,ValidUntilTime,LineRef,DirectionRef,DataFrameRef,DatedVehicleJourneyRef,PublishedLineName,OperatorRef,OriginRef,OriginName,DestinationRef,DestinationName,OriginAimedDepartureTime,DestinationAimedArrivalTime,Longitude,Latitude,BlockRef,VehicleRef,TicketMachineServiceCode,JourneyCode,VehicleUniqueId,FileTimestamp,Bearing,Monitored,DriverRef
2025-04-10T08:59:50+00:00,9e32dde5-0411-4d7a-bdf6-deef51639bf5,2025-04-10T09:05:24.257+00:00,79,outbound,2025-04-10,1051,79,AMSY,2800S42098C,Liverpool_ONE_Bus_Station,2800S48118E,Halewood_Shopping_Centre,2025-04-10T08:40:00+00:00,2025-04-10T09:30:00+00:00,-2.933305,53.40155,708.0,4491,79,940.0,4491,2025-04-10 10:00:10,117.0,,
2025-04-10T08:59:56+00:00,e7f323a8-e4da-4af1-a70d-067efa13bc0c,2025-04-10T09:05:24.257+00:00,80,inbound,2025-04-10,1026,80,AMSY,2800S48190C,Morrisons,2800S42098K,Liverpool_ONE,2025-04-10T08:06:00+00:00,2025-04-10T09:12:00+00:00,-2.951095,53.389308,105.0,4492,80,906.0,4492,2025-04-10 10:00:10,279.0,,
2025-04-10T09:00:04+00:00,69fcc217-c219-403f-81e2-f7a563c7d049,2025-04-10T09:05:24.257+00:00,80A,outbound,2025-04-10,1019,80A,AMSY,2800S42098H,Liverpool_ONE_Bus_Station,2800S48089G,Liverpool_John_Lennon_Airport,2025-04-10T08:25:00+00:00,2025-04-10T09:16:00+00:00,-2.889736,53.357658,102.0,4493,80A,925.0,4493,2025-04-10 10:00:10,,,
2025-04-10T09:00:16+00:00,9ddf9a63-d4cd-4595-ac86-39f4e668925b,2025-04-10T09:05:24.257+00:00,80,outbound,2025-04-10,1021,80,AMSY,2800S42098H,Liverpool_ONE_Bus_Station,2800S48190C,Morrisons,2025-04-10T08:43:00+00:00,2025-04-10T09:44:00+00:00,-2.928203,53.389876,101.0,4494,80,943.0,4494,2025-04-10 10:00:10,106.0,,
2025-04-10T09:00:01+00:00,aa15c90f-7878-4512-871f-e0d45c02686d,2025-04-10T09:05:24.257+00:00,79,inbound,2025-04-10,1068,79,AMSY,2800S50010A,Beesands_Close,2800S42098K,Liverpool_ONE,2025-04-10T08:47:00+00:00,2025-04-10T09:31:00+00:00,-2.87843,53.400306,704.0,4495,79,947.0,4495,2025-04-10 10:00:10,262.0,,
2025-04-10T09:00:08+00:00,b105e7ba-8a2d-4932-9b13-cdcc7fe6dfd2,2025-04-10T09:05:24.257+00:00,432,outbound,2025-04-10,1019,432,AMSY,2800S23075H,Morrisons,2800S42061D,Castle_Street,2025-04-10T08:23:00+00:00,2025-04-10T08:59:00+00:00,-2.985965,53.408606,1041.0,4496,432,923.0,4496,2025-04-10 10:00:10,217.0,,
2025-04-10T09:00:09+00:00,00ca4ec1-d31b-460f-84f6-af96527c2f13,2025-04-10T09:05:24.257+00:00,407,inbound,2025-04-10,1022,407,AMSY,2800S31001B,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:46:00+00:00,2025-04-10T09:44:00+00:00,-3.127375,53.396095,1057.0,4497,407,946.0,4497,2025-04-10 10:00:10,87.0,,
2025-04-10T08:58:55+00:00,f277a31e-6f30-416d-9ba2-1d750996ca2a,2025-04-10T09:05:24.257+00:00,411,outbound,2025-04-10,1015,411,AMSY,2800S23075J,Morrisons,2800S23075G,Rowson_Street,2025-04-10T08:45:00+00:00,2025-04-10T09:30:00+00:00,-3.019151,53.407106,1019.0,4498,411,945.0,4498,2025-04-10 10:00:10,203.0,,
2025-04-10T09:00:07+00:00,95c0d87b-6d3f-4742-9d04-b1a41ed6cab1,2025-04-10T09:05:24.257+00:00,433,inbound,2025-04-10,1016,433,AMSY,2800S42061B,North_John_Street,2800S23075G,Rowson_Street,2025-04-10T08:43:00+00:00,2025-04-10T09:20:00+00:00,-3.043826,53.411823,1037.0,4499,433,943.0,4499,2025-04-10 10:00:10,,,
2025-04-10T09:00:14+00:00,199ce896-3c21-4717-a1ee-81f2c2217d32,2025-04-10T09:05:24.257+00:00,437,outbound,2025-04-10,1035,437,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,2025-04-10T08:24:00+00:00,2025-04-10T09:19:00+00:00,-3.102525,53.384601,1030.0,4501,437,924.0,4501,2025-04-10 10:00:10,258.0,,
2025-04-10T09:00:20+00:00,2f4a14d2-bef7-405c-b557-8dbce6ea8f1d,2025-04-10T09:05:24.257+00:00,437,inbound,2025-04-10,1040,437,AMSY,2800S31001A,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:34:00+00:00,2025-04-10T09:30:00+00:00,-3.071036,53.391906,1069.0,4502,437,934.0,4502,2025-04-10 10:00:10,77.0,,
2025-04-10T08:59:30+00:00,ce30912c-052d-48ee-bf9b-2a588b3555a7,2025-04-10T09:05:24.257+00:00,471,inbound,2025-04-10,1018,471,AMSY,2800S42061A,Union_Court,2800S29001B,Heswall_Bus_Station,2025-04-10T08:50:00+00:00,2025-04-10T09:43:00+00:00,-2.985201,53.408745,1054.0,4504,471,950.0,4504,2025-04-10 10:00:10,,,
2025-04-10T09:00:00+00:00,1237e6e2-e1b8-4d6b-8c88-3cadb0ec7024,2025-04-10T09:05:24.257+00:00,464,outbound,2025-04-10,1015,464,AMSY,2800S42061A,Union_Court,2800S27026A,Pollitt_Square,2025-04-10T08:46:00+00:00,2025-04-10T09:27:00+00:00,-3.019971,53.391018,1043.0,4505,464,946.0,4505,2025-04-10 10:00:10,,,
2025-04-10T09:00:17+00:00,899a5ab9-df4d-4003-ac2d-d137b3036983,2025-04-10T09:05:24.257+00:00,472,outbound,2025-04-10,1017,472,AMSY,2800S29001D,Heswall_Bus_Station,2800S42061D,Castle_Street,2025-04-10T08:29:00+00:00,2025-04-10T09:18:00+00:00,-3.033793,53.379483,1033.0,4506,472,929.0,4506,2025-04-10 10:00:10,21.0,,
2025-04-10T09:00:01+00:00,e2b8658e-82bf-474a-a527-7e27ce9c26d8,2025-04-10T09:05:24.257+00:00,407,outbound,2025-04-10,2303,407,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,,,-3.116628,53.399163,74567.0,4507,407,300.0,4507,2025-04-10 10:00:10,220.0,,
2025-04-10T09:00:05+00:00,66f7d1b2-1957-4df6-9b27-69e8de5b5d10,2025-04-10T09:05:24.257+00:00,410,inbound,2025-04-10,1022,410,AMSY,2800S27013A,Clatterbridge_Hosp_Outpatients,2800S23075G,Rowson_Street,2025-04-10T07:55:00+00:00,2025-04-10T08:59:00+00:00,-3.043778,53.437946,1035.0,4508,410,855.0,4508,2025-04-10 10:00:10,338.0,,
2025-04-10T08:59:58+00:00,a1443dc6-e31b-449e-b759-ee53aeb97b7d,2025-04-10T09:05:24.257+00:00,433,outbound,2025-04-10,1021,433,AMSY,2800S23075H,Morrisons,2800S42061D,Castle_Street,2025-04-10T08:33:00+00:00,2025-04-10T09:09:00+00:00,-3.022693,53.410225,1004.0,4510,433,933.0,4510,2025-04-10 10:00:10,,,
2025-04-10T08:59:59+00:00,0067928c-db4b-4539-bc96-b8cca20a33e1,2025-04-10T09:05:24.257+00:00,432,inbound,2025-04-10,1014,432,AMSY,2800S42061B,North_John_Street,2800S23075G,Rowson_Street,2025-04-10T08:33:00+00:00,2025-04-10T09:06:00+00:00,-3.051496,53.428761,1029.0,4511,432,933.0,4511,2025-04-10 10:00:10,56.0,,
2025-04-10T09:00:03+00:00,604b4fef-8bfa-4965-8856-8245371727b3,2025-04-10T09:05:24.257+00:00,472,outbound,2025-04-10,1015,472,AMSY,2800S29001D,Heswall_Bus_Station,2800S42061D,Castle_Street,2025-04-10T08:09:00+00:00,2025-04-10T08:58:00+00:00,-2.989336,53.405583,1040.0,4512,472,909.0,4512,2025-04-10 10:00:10,,,
2025-04-10T09:00:13+00:00,9916be04-569a-4a62-b1d6-f2cddaac839c,2025-04-10T09:05:24.257+00:00,407,inbound,2025-04-10,1018,407,AMSY,2800S31001B,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:06:00+00:00,2025-04-10T09:04:00+00:00,-3.014768,53.392118,1027.0,4513,407,942.0,4513,2025-04-10 10:00:10,,,
2025-04-10T09:00:02+00:00,c4cdee6f-b134-4cf6-99d0-a6aad3b6a86a,2025-04-10T09:05:24.257+00:00,437,inbound,2025-04-10,1038,437,AMSY,2800S31001A,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:24:00+00:00,2025-04-10T09:20:00+00:00,-3.033166,53.394703,1064.0,4514,437,924.0,4514,2025-04-10 10:00:10,121.0,,
2025-04-10T09:00:19+00:00,61cfddeb-6452-402b-a7d1-02b7ced6c9ee,2025-04-10T09:05:24.257+00:00,472,outbound,2025-04-10,1019,472,AMSY,2800S29001D,Heswall_Bus_Station,2800S42061D,Castle_Street,2025-04-10T08:49:00+00:00,2025-04-10T09:38:00+00:00,-3.09271,53.353586,1072.0,4515,472,949.0,4515,2025-04-10 10:00:10,33.0,,
2025-04-10T09:00:11+00:00,24b4ea5e-cdc4-4574-a4de-d5e0b9d4faf8,2025-04-10T09:05:24.257+00:00,437,inbound,2025-04-10,1034,437,AMSY,2800S31001A,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:04:00+00:00,2025-04-10T09:00:00+00:00,-2.985931,53.408693,1011.0,4516,437,904.0,4516,2025-04-10 10:00:10,,,
2025-04-10T09:00:09+00:00,cf018452-8564-4e65-9954-4fed183979c8,2025-04-10T09:05:24.257+00:00,407,inbound,2025-04-10,1020,407,AMSY,2800S31001B,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:26:00+00:00,2025-04-10T09:24:00+00:00,-3.04883,53.39907,1048.0,4517,407,926.0,4517,2025-04-10 10:00:10,,,
2025-04-10T09:00:17+00:00,e5b25a64-eebe-488d-8280-e3020700feef,2025-04-10T09:05:24.257+00:00,407,outbound,2025-04-10,1017,407,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,2025-04-10T08:05:00+00:00,2025-04-10T08:59:00+00:00,-3.183925,53.372883,1062.0,4520,407,905.0,4520,2025-04-10 10:00:10,123.0,,
2025-04-10T09:00:03+00:00,dc46746d-5c53-49ab-b581-a4d86284b905,2025-04-10T09:05:24.257+00:00,437,outbound,2025-04-10,1041,437,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,2025-04-10T08:54:00+00:00,2025-04-10T09:49:00+00:00,-2.98416,53.407878,1049.0,4521,437,954.0,4521,2025-04-10 10:00:10,291.0,,
2025-04-10T08:59:50+00:00,bcbb4b5f-d29b-4fba-bed6-a3fdc0c60f0a,2025-04-10T09:05:24.257+00:00,437,inbound,2025-04-10,1046,437,AMSY,2800S31001A,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T09:04:00+00:00,2025-04-10T10:00:00+00:00,-3.183063,53.372883,1015.0,4522,437,1004.0,4522,2025-04-10 10:00:10,74.0,,
2025-04-10T09:00:11+00:00,93bf83e5-c726-4584-9191-bc204f675b01,2025-04-10T09:05:24.257+00:00,437,inbound,2025-04-10,1044,437,AMSY,2800S31001A,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:54:00+00:00,2025-04-10T09:50:00+00:00,-3.163058,53.375703,1010.0,4523,437,954.0,4523,2025-04-10 10:00:10,115.0,,
2025-04-10T09:00:20+00:00,6f20ecf2-88e9-42cf-842c-c91d2fc7ed80,2025-04-10T09:05:24.257+00:00,437,inbound,2025-04-10,1036,437,AMSY,2800S31001A,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:14:00+00:00,2025-04-10T09:10:00+00:00,-3.022291,53.391325,1056.0,4524,437,914.0,4524,2025-04-10 10:00:10,,,
2025-04-10T09:00:10+00:00,e640b211-d485-499e-a371-9262abb4eff5,2025-04-10T09:05:24.257+00:00,433,inbound,2025-04-10,1014,433,AMSY,2800S42061B,North_John_Street,2800S23075G,Rowson_Street,2025-04-10T08:22:00+00:00,2025-04-10T08:59:00+00:00,-3.043645,53.437935,1001.0,4525,433,922.0,4525,2025-04-10 10:00:10,345.0,,
2025-04-10T09:00:08+00:00,08284772-a2b3-4adf-9044-d7035ad90346,2025-04-10T09:05:24.257+00:00,437,outbound,2025-04-10,1037,437,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,2025-04-10T08:34:00+00:00,2025-04-10T09:29:00+00:00,-3.059468,53.39451,1038.0,4526,437,934.0,4526,2025-04-10 10:00:10,264.0,,
2025-04-10T09:00:14+00:00,9966ca1d-d566-4b7e-aa1a-f02ed3a81047,2025-04-10T09:05:24.257+00:00,433,outbound,2025-04-10,1023,433,AMSY,2800S23075H,Morrisons,2800S42061D,Castle_Street,2025-04-10T08:54:00+00:00,2025-04-10T09:29:00+00:00,-3.041863,53.428698,1003.0,4527,433,954.0,4527,2025-04-10 10:00:10,183.0,,
2025-04-10T09:00:11+00:00,61464c13-6d35-4583-8026-3b29f662ea18,2025-04-10T09:05:24.257+00:00,437,outbound,2025-04-10,1039,437,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,2025-04-10T08:44:00+00:00,2025-04-10T09:39:00+00:00,-3.026423,53.390933,1071.0,4528,437,944.0,4528,2025-04-10 10:00:10,249.0,,
2025-04-10T08:59:55+00:00,c9cafbb0-9b59-4540-a0c8-b9724404384c,2025-04-10T09:05:24.257+00:00,437,outbound,2025-04-10,1033,437,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,2025-04-10T08:14:00+00:00,2025-04-10T09:09:00+00:00,-3.1505,53.371733,1025.0,4529,437,914.0,4529,2025-04-10 10:00:10,302.0,,
2025-04-10T08:59:58+00:00,04c6c243-feae-4fbf-be95-bac55e5b94cd,2025-04-10T09:05:24.257+00:00,464,inbound,2025-04-10,1016,464,AMSY,2800S27026A,Pollitt_Square,2800S42061D,Castle_Street,2025-04-10T09:02:00+00:00,2025-04-10T09:41:00+00:00,-2.991548,53.362276,1026.0,4531,464,1002.0,4531,2025-04-10 10:00:10,,,
2025-04-10T09:00:13+00:00,5741f5bd-233c-40a0-8cab-a3d24cc28bb5,2025-04-10T09:05:24.257+00:00,407,outbound,2025-04-10,1021,407,AMSY,2800S42061A,Union_Court,2800S31001A,West_Kirby_Station,2025-04-10T08:45:00+00:00,2025-04-10T09:40:00+00:00,-3.022956,53.391411,1028.0,4532,407,945.0,4532,2025-04-10 10:00:10,241.0,,
2025-04-10T09:00:16+00:00,18675e16-e46b-4510-ab89-a58cbf730d51,2025-04-10T09:05:24.257+00:00,437,inbound,2025-04-10,1042,437,AMSY,2800S31001A,West_Kirby_Station,2800S42061D,Castle_Street,2025-04-10T08:44:00+00:00,2025-04-10T09:40:00+00:00,-3.112591,53.381295,1008.0,4533,437,944.0,4533,2025-04-10 10:00:10,50.0,,
2025-04-10T09:00:01+00:00,17cbce6e-5fec-4330-bf9c-59813c13726d,2025-04-10T09:05:24.257+00:00,432,outbound,2025-04-10,1021,432,AMSY,2800S23075H,Morrisons,2800S42061D,Castle_Street,2025-04-10T08:44:00+00:00,2025-04-10T09:19:00+00:00,-3.048895,53.419595,1047.0,4534,432,944.0,4534,2025-04-10 10:00:10,292.0,,
2025-04-10T08:59:56+00:00,33f92f90-a9af-4de1-809b-e0b625388367,2025-04-10T09:05:24.257+00:00,471,inbound,2025-04-10,1016,471,AMSY,2800S42061A,Union_Court,2800S29001B,Heswall_Bus_Station,2025-04-10T08:30:00+00:00,2025-04-10T09:23:00+00:00,-3.081835,53.370816,1052.0,4535,471,930.0,4535,2025-04-10 10:00:10,298.0,,
2025-04-10T09:00:01+00:00,082b7979-3dc5-4d0d-9d08-11d1d763bfd3,2025-04-10T09:05:24.257+00:00,60,outbound,2025-04-10,1033,60,AMSY,2800S47175C,Bootle_Bus_Station,2800S43003B,Aigburth_Vale,2025-04-10T08:42:00+00:00,2025-04-10T09:34:00+00:00,-2.923616,53.431546,1059.0,4556,60,942.0,4556,2025-04-10 10:00:10,151.0,,
2025-04-10T09:00:00+00:00,b2c28025-abb9-4a4b-8770-6226de25d482,2025-04-10T09:05:24.257+00:00,62,outbound,2025-04-10,1017,62,AMSY,2800S47030A,Linacre_Lane,2800S43020A,Coventry_Road,2025-04-10T08:06:00+00:00,2025-04-10T09:13:00+00:00,-2.919606,53.41575,1404.0,4557,62,906.0,4557,2025-04-10 10:00:10,164.0,,
2025-04-10T09:00:16+00:00,cc8c1791-316a-467f-8afe-40aeda8e3159,2025-04-10T09:05:24.257+00:00,79,inbound,2025-04-10,1066,79,AMSY,2800S48118A,Leathers_Lane,2800S42098K,Liverpool_ONE,2025-04-10T08:28:00+00:00,2025-04-10T09:23:00+00:00,-2.904808,53.396535,712.0,4559,79,928.0,4559,2025-04-10 10:00:10,281.0,,
2025-04-10T09:00:08+00:00,76df63b9-88a8-4ddd-8e51-082b892f7ba8,2025-04-10T09:05:24.257+00:00,60,inbound,2025-04-10,1030,60,AMSY,2800S43003B,Aigburth_Vale,2800S47067U,Bootle_New_Strand_Station,2025-04-10T08:46:00+00:00,2025-04-10T09:37:00+00:00,-2.932343,53.391705,1408.0,4560,60,946.0,4560,2025-04-10 10:00:10,319.0,,
2025-04-10T09:00:14+00:00,123f873e-5b8f-47e0-a980-233cdfc0f4ec,2025-04-10T09:05:24.257+00:00,81,outbound,2025-04-10,1017,81,AMSY,2800S47175B,Bootle_Bus_Station,2800S48190B,Morrisons,2025-04-10T09:00:00+00:00,2025-04-10T10:08:00+00:00,-2.992418,53.453758,314.0,4561,81,1000.0,4561,2025-04-10 10:00:10,12.0,,
2025-04-10T09:00:12+00:00,1f93515e-b6cb-4c40-84ea-319acd91193f,2025-04-10T09:05:24.257+00:00,86A,inbound,2025-04-10,1068,86A,AMSY,2800S48089C,Liverpool_John_Lennon_Airport,2800S42098K,Liverpool_ONE,2025-04-10T08:51:00+00:00,2025-04-10T09:46:00+00:00,-2.887233,53.351941,416.0,4563,86A,949.0,4563,2025-04-10 10:00:10,298.0,,
2025-04-10T09:00:00+00:00,15b661bf-8c8e-4224-9ea7-2b85acfd3706,2025-04-10T09:05:24.257+00:00,86A,outbound,2025-04-10,1049,86A,AMSY,2800S42098I,Liverpool_ONE_Bus_Station,2800S48089G,Liverpool_John_Lennon_Airport,2025-04-10T08:15:00+00:00,2025-04-10T09:12:00+00:00,-2.895321,53.353551,401.0,4564,86A,915.0,4564,2025-04-10 10:00:10,73.0,,
2025-04-10T09:00:13+00:00,54ab3c78-0330-4bf2-9e9a-20cbd4138177,2025-04-10T09:05:24.257+00:00,46,inbound,2025-04-10,1018,46,AMSY,2800S62041B,Leybourne_Avenue,2800S60056B,Cobden_Road,2025-04-10T08:45:00+00:00,2025-04-10T09:19:00+00:00,-3.00204,53.642873,8001.0,4565,46,945.0,4565,2025-04-10 10:00:10,336.0,,
2025-04-10T09:00:01+00:00,ebe5cb71-ac35-4b4a-92ba-258ed98f17dd,2025-04-10T09:05:24.257+00:00,385,outbound,2025-04-10,1015,385,AMSY,2800S61015A,Duke_Street,1800WKQ0421,Wigan_Bus_Station,2025-04-10T07:35:00+00:00,2025-04-10T09:25:00+00:00,-2.75485,53.545471,103.0,4566,385,835.0,4566,2025-04-10 10:00:10,109.0,,
2025-04-10T09:00:04+00:00,a1826327-487d-480e-a5e3-26ae32265055,2025-04-10T09:05:24.257+00:00,375,inbound,2025-04-10,1020,375,AMSY,1800WNBS0D1,Wigan_Bus_Station,2800S61015B,Wellington_Street,2025-04-10T08:38:00+00:00,2025-04-10T10:30:00+00:00,-2.709665,53.5403,1108.0,4567,375,938.0,4567,2025-04-10 10:00:10,290.0,,
2025-04-10T09:00:00+00:00,7e017740-68b1-40e0-a811-f767c30f07d1,2025-04-10T09:05:24.257+00:00,49,outbound,2025-04-10,1033,49,AMSY,2800S60019B,Preston_New_Road,2800S62038B,Vale_Crescent,2025-04-10T09:07:00+00:00,2025-04-10T09:58:00+00:00,-2.948061,53.675655,125.0,4568,49,1007.0,4568,2025-04-10 10:00:10,,,
2025-04-10T09:00:16+00:00,be41613b-a34c-446b-9b58-90c1efd8d90a,2025-04-10T09:05:24.257+00:00,375,outbound,2025-04-10,1017,375,AMSY,2800S61015A,Duke_Street,1800WKQ0421,Wigan_Bus_Station,2025-04-10T08:05:00+00:00,2025-04-10T09:55:00+00:00,-2.794986,53.553686,114.0,4569,375,910.0,4569,2025-04-10 10:00:10,78.0,,
2025-04-10T09:00:00+00:00,2796b810-6c43-42b1-9e82-1fbcc349f04e,2025-04-10T09:05:24.257+00:00,86A,inbound,2025-04-10,1064,86A,AMSY,2800S48089C,Liverpool_John_Lennon_Airport,2800S42098K,Liverpool_ONE,2025-04-10T08:36:00+00:00,2025-04-10T09:31:00+00:00,-2.91044,53.387763,408.0,4570,86A,934.0,4570,2025-04-10 10:00:10,,,
2025-04-10T09:00:18+00:00,ed34ab35-2afd-4dd8-985a-eddad3a201a4,2025-04-10T09:05:24.257+00:00,78,outbound,2025-04-10,1017,78,AMSY,2800S48118C,Leathers_Lane,2800S42023J,Queen_Square_Bus_Station,2025-04-10T08:27:00+00:00,2025-04-10T09:17:00+00:00,-2.926073,53.400371,605.0,4571,K78,927.0,4571,2025-04-10 10:00:10,287.0,,
2025-04-10T09:00:08+00:00,171666ff-f9a5-440b-8e93-b07778916a00,2025-04-10T09:05:24.257+00:00,62,inbound,2025-04-10,1022,62,AMSY,2800S43017C,Penny_Lane,2800S47030B,Melling_Road,2025-04-10T08:38:00+00:00,2025-04-10T09:43:00+00:00,-2.906153,53.442378,1049.0,4573,62,938.0,4573,2025-04-10 10:00:10,32.0,,
2025-04-10T09:00:19+00:00,5e1e23a0-63e8-4b79-b844-cb314550b6b6,2025-04-10T09:05:24.257+00:00,60,outbound,2025-04-10,1031,60,AMSY,2800S47175C,Bootle_Bus_Station,2800S43003B,Aigburth_Vale,2025-04-10T08:25:00+00:00,2025-04-10T09:18:00+00:00,-2.925501,53.400031,1055.0,4574,60,925.0,4574,2025-04-10 10:00:10,207.0,,
2025-04-10T09:00:20+00:00,2e27ff16-4bfa-498f-b0ab-b4f2f555d7ae,2025-04-10T09:05:24.257+00:00,10,outbound,2025-04-10,1047,10,AMSY,2800S42023I,Queen_Square_Bus_Station,2800S16001J,Hall_Street,2025-04-10T08:09:00+00:00,2025-04-10T09:11:00+00:00,-2.791193,53.434155,1223.0,4575,10,909.0,4575,2025-04-10 10:00:10,78.0,,
2025-04-10T08:59:58+00:00,81e73609-c213-4e26-99cc-5aaa7f76b74a,2025-04-10T09:05:24.257+00:00,10,inbound,2025-04-10,1062,10,AMSY,2800S16001E,St_Helens_Bus_Station,2800S42023J,Queen_Square_Bus_Station,2025-04-10T07:51:00+00:00,2025-04-10T08:56:00+00:00,-2.983416,53.40756,1234.0,4576,10,851.0,4576,2025-04-10 10:00:10,276.0,,
2025-04-10T09:00:16+00:00,f2870ae5-edba-4e54-bc75-71fc20aa8df4,2025-04-10T09:05:24.257+00:00,89,outbound,2025-04-10,1023,89,AMSY,2800S16001F,St_Helens_Bus_Station,2800S48089G,Liverpool_John_Lennon_Airport,2025-04-10T08:20:00+00:00,2025-04-10T09:39:00+00:00,-2.838046,53.412563,1716.0,4577,89,920.0,4577,2025-04-10 10:00:10,,,
2025-04-10T09:00:07+00:00,2bfd1c5a-919a-4ac8-83bf-d5dec070d56b,2025-04-10T09:05:24.257+00:00,385,inbound,2025-04-10,1018,385,AMSY,1800WNBS0D1,Wigan_Bus_Station,2800S61015B,Wellington_Street,2025-04-10T08:08:00+00:00,2025-04-10T09:58:00+00:00,-2.802156,53.54523,1102.0,4578,385,908.0,4578,2025-04-10 10:00:10,258.0,,
2025-04-10T09:00:17+00:00,c8232f41-b423-470d-81f8-e342cf64bdae,2025-04-10T09:05:24.257+00:00,46,outbound,2025-04-10,1015,46,AMSY,2800S60056B,Cobden_Road,2800S61049B,Heathfield_Road,2025-04-10T08:59:00+00:00,2025-04-10T09:31:00+00:00,-2.967818,53.644066,115.0,4579,46,959.0,4579,2025-04-10 10:00:10,285.0,,
2025-04-10T09:00:13+00:00,2c819a71-bbe2-45cd-9974-ab4349a24e9e,2025-04-10T09:05:24.257+00:00,385,outbound,2025-04-10,1019,385,AMSY,2800S61015A,Duke_Street,1800WKQ0421,Wigan_Bus_Station,2025-04-10T08:35:00+00:00,2025-04-10T10:25:00+00:00,-2.908683,53.58476,108.0,4580,385,935.0,4580,2025-04-10 10:00:10,127.0,,
2025-04-10T09:00:00+00:00,04004c04-23d2-4c25-9bd6-afe5e4ced5db,2025-04-10T09:05:24.257+00:00,49,inbound,2025-04-10,1026,49,AMSY,2800S62038B,Vale_Crescent,2800S60019B,Preston_New_Road,2025-04-10T08:32:00+00:00,2025-04-10T09:23:00+00:00,-3.013586,53.634376,130.0,4581,49,932.0,4581,2025-04-10 10:00:10,,,
2025-04-10T09:00:07+00:00,d8bced76-5f1f-47f6-834e-6006d0974135,2025-04-10T09:05:24.257+00:00,385,inbound,2025-04-10,1022,385,AMSY,1800WNBS0D1,Wigan_Bus_Station,2800S61015B,Wellington_Street,2025-04-10T09:08:00+00:00,2025-04-10T10:58:00+00:00,-2.634295,53.547948,109.0,4582,385,1008.0,4582,2025-04-10 10:00:10,29.0,,
2025-04-10T08:57:37+00:00,bcc39d21-bc32-4286-a7ab-8df98bf59c93,2025-04-10T09:05:24.257+00:00,385,inbound,2025-04-10,1014,385,AMSY,1800WNBS0D1,Wigan_Bus_Station,2800S61015B,Wellington_Street,2025-04-10T07:03:00+00:00,2025-04-10T08:59:00+00:00,-3.011706,53.644881,112.0,4583,385,803.0,4583,2025-04-10 10:00:10,,,
2025-04-10T09:00:02+00:00,27d152cc-8975-4988-ae9e-b0d390bd612a,2025-04-10T09:05:24.257+00:00,89,inbound,2025-04-10,1018,89,AMSY,2800S48089D,Liverpool_John_Lennon_Airport,2800S16001F,St_Helens_Bus_Station,2025-04-10T07:50:00+00:00,2025-04-10T09:12:00+00:00,-2.770218,53.43572,1721.0,4584,89,850.0,4584,2025-04-10 10:00:10,77.0,,
2025-04-10T09:00:10+00:00,5083e72f-b099-4d03-8aa6-2c5b352a72e0,2025-04-10T09:05:24.257+00:00,10A,inbound,2025-04-10,1064,10A,AMSY,2800S16001F,St_Helens_Bus_Station,2800S42098F,Liverpool_ONE_Bus_Station,2025-04-10T07:59:00+00:00,2025-04-10T09:24:00+00:00,-2.939031,53.413171,1210.0,4585,10A,859.0,4585,2025-04-10 10:00:10,,,
2025-04-10T09:00:20+00:00,85c9d308-8622-47cc-a36a-8e0ca6583f8a,2025-04-10T09:05:24.257+00:00,10A,outbound,2025-04-10,1061,10A,AMSY,2800S42098E,Liverpool_ONE_Bus_Station,2800S16001J,Hall_Street,2025-04-10T08:53:00+00:00,2025-04-10T10:14:00+00:00,-2.98147,53.40803,1203.0,4586,10A,953.0,4586,2025-04-10 10:00:10,1.0,,
2025-04-10T08:59:56+00:00,4e899df3-d3cf-4359-ac17-9f3d30cf6ae1,2025-04-10T09:05:24.257+00:00,10A,inbound,2025-04-10,1060,10A,AMSY,2800S16001F,St_Helens_Bus_Station,2800S42098F,Liverpool_ONE_Bus_Station,2025-04-10T07:39:00+00:00,2025-04-10T09:06:00+00:00,-2.98358,53.407571,1232.0,4587,10A,839.0,4587,2025-04-10 10:00:10,275.0,,
